pid,label,screenshot,caridischo_genre,claimed_genre,link,open_access,status,language,creators,stewards,blurb,added_by,notes,order,layout,collection,thumbnail,full
cds62,Dominica History: The Road To Independence ,,Collections & Curations,digital archive,https://dominicahistory.org/start/,TRUE,In Disrepair,en,Schuyler Esprit ,Create Caribbean,The Road to Independence is a multimedia web resource to celebrate Dominica’s 2015 History Week.,Schuyler Esprit,,061,caridischo_item,caridischo,img/derivatives/simple/cds62/thumbnail.jpg,img/derivatives/simple/cds62/full.jpg
cds76,Jews of Barbados - Bibliography,,Reference,online bibliography,https://www.zotero.org/groups/2333941/jews_of_barbados_-_bibliography,TRUE,In Development,en,Amalia S. Levi,Amalia S. Levi,Bibliography (under construction) about the Jewish community of Barbados. ,Amalia S. Levi,,088,caridischo_item,caridischo,img/derivatives/simple/cds76/thumbnail.jpg,img/derivatives/simple/cds76/full.jpg
cds158,"The Other Revolution: Haiti, 1789-1804",,Collections & Curations,exhibit,https://www.brown.edu/Facilities/John_Carter_Brown_Library/exhibitions/haitian/index.html,TRUE,Stable,en,"Malick W. Ghachem, Susan Danforth, Leslie Tobias-Olsen","The John Carter Brown Library, Brown University","\""In many instances the revolutionary spirit can be only dimly perceived through the eye-witness accounts and recollections of literate white colonists and free people of color, but it is there all the same.

The exhibition items have been chosen, and the captions written, so as to provide a running narrative of the Haitian Revolution.\""",Kaneesha Parsard,,153,caridischo_item,caridischo,img/derivatives/simple/cds158/thumbnail.jpg,img/derivatives/simple/cds158/full.jpg
cds170,"Documentation of the Sidney Martin Library Art Collection, UWI (Cave Hill Campus)",,Collections & Curations,documentation,[not available yet],FALSE,In Development,en,Amalia S. Levi,,"Project to document the Sidney Martin Library collection with archival material and photos. Public-facing omeka site created, but not yet activated.",Amalia S. Levi,,058,caridischo_item,caridischo,img/derivatives/simple/cds170/thumbnail.jpg,img/derivatives/simple/cds170/full.jpg
cds164,Unmapping the Caribbean: Cuban Santería,,Cabinet of Wonders,multimedia exhibit,https://nyuds.maps.arcgis.com/apps/Cascade/index.html?appid=510f57634a2940e0abaca2be46207384,TRUE,Stable,en,,NYU,"Cuban Santería is a hybrid religion drawing from the Catholic doctrine imposed by Spanish colonialists, and the Yoruba religions brought by enslaved Africans.",Tao Leigh Goffe,,162,caridischo_item,caridischo,img/derivatives/simple/cds164/thumbnail.jpg,img/derivatives/simple/cds164/full.jpg
cds148,The Free Womb Project,,Collections & Curations,exhibit,https://thefreewombproject.com/,TRUE,Stable,"en, es",Dr. Yesenia Barragan ,Dartmouth College,"Welcome to The Free Womb Project—a bilingual (English and Spanish-language), digital collection of laws legislating the gradual abolition of slavery through “Free Womb” decrees in fifteen different governments across the Atlantic World during the late eighteenth and nineteenth centuries.",,,150,caridischo_item,caridischo,img/derivatives/simple/cds148/thumbnail.jpg,img/derivatives/simple/cds148/full.jpg
cds160,US Caribbean & Ethnic Florida Digital Newspaper Project,,Publications & Blogs,blog,http://ufndnp.domains.uflib.ufl.edu/,TRUE,Active,"en, es","University of Florida: Melissa Jerome, Sarah \""Moxy\"" Moczygemba ",University of Florida: Melissa Jerome,"Blog that features/contextualizes newspaper content digitized by the US Caribbean & Ethnic Florida Digital Newspaper Project. Newspapers  published between 1800-1963 that are chosen for digitization for this project come from Florida, Puerto Rico and the Virgin Islands and are made openly available for access via the Library of Congress site, Chronicling America (https://chroniclingamerica.loc.gov/) as well as in the Digital Library of the Caribbean (dLOC) and the University of Florida Digital Collections (UFDC)",Melissa Jerome,"over 150,000 pages of historic Puerto Rican newspapers (from 4 unique titles of historic significance) are currently available for viewing & text searching; More Puerto Rico content and content from Virgin Islands is being digitized and will be made avalable over the next year. ",163,caridischo_item,caridischo,img/derivatives/simple/cds160/thumbnail.jpg,img/derivatives/simple/cds160/full.jpg
cds72,International Digital Ephemera Project: Cuban Ephemera,,Collections & Curations,Collection/Archive,https://idep.library.ucla.edu/search#!/collection=Cuban+Ephemera,TRUE,Stable,"es, en",,UCLA library,"
The UCLA Library has launched an innovative and forward-looking initiative to capture ephemeral content with global partners. Through this project, UCLA Library endeavors to build international and global collections of knowledge and to preserve the historical and cultural record so that present and future generations can access and use ephemera that document the larger arena of discourse that takes place alongside mainstream media and scholarly publications. ",,,086,caridischo_item,caridischo,img/derivatives/simple/cds72/thumbnail.jpg,img/derivatives/simple/cds72/full.jpg
cds66,Île en île,,Collections & Curations,un site web,http://ile-en-ile.org/,TRUE,Active,fr,Thomas C. Spear,CUNY,"Île en île is an open access, non-profit website intended to provide a rich documentation of French-speaking islands and to promote informative and non-commercial resources on the island world.",Alex Gil,,080,caridischo_item,caridischo,img/derivatives/simple/cds66/thumbnail.jpg,img/derivatives/simple/cds66/full.jpg
cds99,Puerto Rico Architectural Heritage Archive,,Collections & Curations,digital archive,https://mellon.org/grants/grants-database/grants/fundacion-luis-munoz-marin-inc/2004-07580/,TRUE,In Development,"es, en",Jacqueline Hayden ,Fundación Luis Muñoz Marín,"The Puerto Rico Architectural Historic Archive will be an online digital repository of
architectural resources, whether documents, photographs, buildings and sites in Puerto
Rico. PRAHA is an alliance of six organizations that share a commitment towards the
conservation of architectural heritage: 1. public and private; Fundación Luis Muñoz
Marín (FLMM), Para la Naturaleza, and the Puerto Rico Historic Buildings Drawings
Society (PRHBDS) and 2. state and federal entities; the National Park Service (NPS),
the State Historic Preservation Office (SHPO), the Archivo de Arquitectura y
Construcción de la Universidad de Puerto Rico (AACUPR). Our goal is to share
technological infrastructure and distributed meta data across our six organizations to
further promote the visibility of our collective resources. Without the acknowledgement
of Vernacular, Afro Puerto Rican, rural, and barrio architecture, a panoramic view of the
history and definition of architecture as a cultural product remains incomplete. In this
project, such a stance will translate into the visualization, through photographic records,
of architectural styles, dwelling systems, and the working spaces of/for the historically
marginalized and silenced social groups.",Joshua Ortiz Baco,,123,caridischo_item,caridischo,img/derivatives/simple/cds99/thumbnail.jpg,img/derivatives/simple/cds99/full.jpg
cds98,La Gazette Royale d'Haïti,,Collections & Curations,digital archive,http://lagazetteroyale.com,TRUE,Active,"en, fr",Marlene L. Daut,,"The La Gazette Royale project, which I first began to develop in 2014, is designed to gather together and in one place for the first time all of the known issues of the two newspapers published during Henry Christophe’s rule of northern Haiti, as well as the six different versions of the Almanach Royal d’Hayti issued by the royal press.",Kaiama L. Glover,,091,caridischo_item,caridischo,img/derivatives/simple/cds98/thumbnail.jpg,img/derivatives/simple/cds98/full.jpg
cds67,Harlem Shadows,,Collections & Curations,edition,http://www.harlemshadows.org/,TRUE,Stable,en,"Chris Forster, Roopika Risam",,This is an open-source edition of Claude McKay's 1922 collection of poems Harlem Shadows. It seeks to aggregate the most comprehensive set of documents related to Harlem Shadows and make them available to students and readers of McKay.,Roopika Risam,,079,caridischo_item,caridischo,img/derivatives/simple/cds67/thumbnail.jpg,img/derivatives/simple/cds67/full.jpg
cds73,First Blacks in the Americas,,Collections & Curations,a digital educational platform ,http://firstblacks.org/en/,TRUE,Active,"en, es","Lisette Acosta, Dominican Studies Institute",CUNY,"First Blacks in the Americas is a fully bilingual (English and Spanish) digital educational platform devoted to disseminating sound historical information about the early presence of people of black African ancestry in the first colonial society of the Americas of modern times, the society of the colony named La Española (‘The Spanish One’) by the Spanish colonizers when they arrived in 1492 and throughout the sixteenth-century.",Alex Gil,,068,caridischo_item,caridischo,img/derivatives/simple/cds73/thumbnail.jpg,img/derivatives/simple/cds73/full.jpg
cds161,Visualizing Sovereignty,,Maps & Visualizations,"a story-telling, community-building, and solidarity economy project",https://player.vimeo.com/video/169690419?autoplay=1,TRUE,Stable,en,"Yarimar Bonilla, Max Hantel",Rutgers University,Animated video designed by Yarimar Bonilla (Rutgers University) and Max Hantel (Dartmouth College) for the journal SXArchipelagos.,Kaiama L. Glover,,165,caridischo_item,caridischo,img/derivatives/simple/cds161/thumbnail.jpg,img/derivatives/simple/cds161/full.jpg
cds149,"Slavery: Supporters and Abolitionists, 1675-1865",,Collections & Curations,collection,https://microform.digital/boa/collections/69/slavery-supporters-and-abolitionists-1675-1865,FALSE,Active,en,,British Online Archives,"Slavery was divisive in its time, see the arguments from slavers and protestors",Roopika Risam,Who writes their taglines? ,137,caridischo_item,caridischo,img/derivatives/simple/cds149/thumbnail.jpg,img/derivatives/simple/cds149/full.jpg
cds163,The Puerto Rico Citizenship Archives Project,,Collections & Curations,digital archive,https://scholarscollaborative.org/PuertoRico/,TRUE,Stable,en,Charles R. Venator-Santiago ,University of Connecticut,The Puerto Rico Citizenship Archives Project (PRCAP) is part of a public repository designed to document the legal history of the extension of citizenship to the U.S. territories. The PRCAP provides a comprehensive overview of 120+ year story of debates over the extension of citizenship to Puerto Rico. It also provides public access to the key historical documents shaping this history. The main goal is to create a reliable public archive of primary documents that can foster new research projects on Puerto Rico and its relationship to the United States as well as on broader visions of U.S. citizenship. ,,,156,caridischo_item,caridischo,img/derivatives/simple/cds163/thumbnail.jpg,img/derivatives/simple/cds163/full.jpg
cds65,Early Caribbean Digital Archive,,Collections & Curations,digital archive,https://ecda.northeastern.edu,TRUE,Active,en,"Nicole Aljoe, Elizabeth Dillon",Northeastern University,"The Early Caribbean Digital Archive is an open access collection of pre-twentieth-century Caribbean texts, maps, and images. Texts include travel narratives, novels, poetry, natural histories, and diaries that have not been brought together before as a single collection focused on the Caribbean.",Kaiama L. Glover,,063,caridischo_item,caridischo,img/derivatives/simple/cds65/thumbnail.jpg,img/derivatives/simple/cds65/full.jpg
cds71,Fictions of the Haitian Revolution,,Reference,online bibliography,http://haitianrevolutionaryfictions.com,TRUE,Active,"en, fr",Marlene L. Daut,,An online bibliography of Haitian fiction from 1787 to 1899.,Kaiama L. Glover,,078,caridischo_item,caridischo,img/derivatives/simple/cds71/thumbnail.jpg,img/derivatives/simple/cds71/full.jpg
cds59,The Gay Freedom Movement in Jamaica,,Collections & Curations,collection,https://dloc.com/icirngfm,TRUE,Stable,en,,,"
The Gay Freedom Movement in Jamaica (GFM) was formed in  September 1977 as the first movement in the English Speaking Caribbean to seek rights for LGBT (Lesbian, Gay, Bisexual and Transgendered) people
",,,070,caridischo_item,caridischo,img/derivatives/simple/cds59/thumbnail.jpg,img/derivatives/simple/cds59/full.jpg
cds58,Ecured,,Reference,enciclopedia,https://www.ecured.cu/EcuRed,TRUE,Stable,es,"Martín Campos, Javier",,"Collaborative encyclopedia on the Cuban network, in Spanish, born from the will to create and disseminate knowledge, with everyone and for everyone.",,,065,caridischo_item,caridischo,img/derivatives/simple/cds58/thumbnail.jpg,img/derivatives/simple/cds58/full.jpg
cds70,Aftermaths: Community Responses to Climate Disaster,,Collections & Curations,a participatory public memory project,http://climatesofinequality.org/story/aftermaths-community-responses-to-climate-disaster/,TRUE,In Development,"en, es",Ricia Chansky et al.,Climates of Inequality,Stories of Environmental Justice,Roopika Risam,,009,caridischo_item,caridischo,img/derivatives/simple/cds70/thumbnail.jpg,img/derivatives/simple/cds70/full.jpg
cds64,In the Same Boats,,Maps & Visualizations,maps,https://sameboats.org/,TRUE,In Development,en,"Kaiama Glover, Alex Gil",,"In the Same Boats is a work of multimodal scholarship designed to encourage the collaborative production of humanistic knowledge within scholarly communities. The platform comprises two interactive visualizations that trace the movements of significant cultural actors from the Caribbean and wider Americas, Africa, and Europe within the 20th century Afro-Atlantic world. It presents opportunities for unearthing the extent to which Caribbean, Latin American, African, European, and Afro-American intellectuals have been in both punctual and sustained conversation with one another: attending the same conferences, publishing in the same journals and presses, active in the same political groups, perhaps even elbow-to-elbow in the same Parisian cafés and on the same transatlantic crossings––literally and metaphorically in the same boats––as they circulate throughout the Americas, Africa, Europe, and beyond.",Alex Gil,,083,caridischo_item,caridischo,img/derivatives/simple/cds64/thumbnail.jpg,img/derivatives/simple/cds64/full.jpg
cds162,Traveling Caribbean Heritage,,Collections & Curations,exhibit,https://www.kitlv.nl/traveling-caribbean-heritage/,TRUE,In Development,"en, nl",Rose Mary Allen et al. ,KITLV/Royal Netherlands Institute of Southeast Asian and Caribbean Studies,"In this project, Caribbean and Dutch scholars and cultural heritage specialists address these questions, identifying and questioning the dynamics of heritage formation, and developing a multi-generational human resource base as well as a digital infrastructure for the preservation of insular cultural heritage, for outreach activities, and ultimately for stimulating the sustainable development of these non-sovereign SIDS.",Roopika Risam,,160,caridischo_item,caridischo,img/derivatives/simple/cds162/thumbnail.jpg,img/derivatives/simple/cds162/full.jpg
cds111,Obeah Histories,,Collections & Curations,exhibit,https://obeahhistories.org/,TRUE,Stable,en,Diana Paton et al.,Newcastle University,Researching Prosecution for Religious Practice in the Caribbean,Roopika Risam,,117,caridischo_item,caridischo,img/derivatives/simple/cds111/thumbnail.jpg,img/derivatives/simple/cds111/full.jpg
cds105,Puerto Rico Syllabus,,Reference,syllabus,https://puertoricosyllabus.com,TRUE,Active,"en, es",Yarimar Bonilla,,"
The materials gathered help place the current moment within the larger political, social, and economic history of this U.S. territory and illuminate how both the crisis and its proposed solutions are impacting the daily lives of millions of Puerto Ricans both within the territory and across its growing diaspora.",Kaiama L. Glover,,124,caridischo_item,caridischo,img/derivatives/simple/cds105/thumbnail.jpg,img/derivatives/simple/cds105/full.jpg
cds139,The Caribbean Commons,,Cabinet of Wonders,network,https://caribbean.commons.gc.cuny.edu/,TRUE,Active,en,Kelly Baker Josephs,CUNY,"Welcome to The Caribbean Commons. Begun in 2010 as part of the Caribbean Epistemologies Seminar at the CUNY Graduate Center, this site publishes announcements of Caribbean Studies CFPs, and publications, as well as Caribbean-related events in the Northeast US. It also archives information from the CE Seminar, 2010-12.",Alex Gil,,146,caridischo_item,caridischo,img/derivatives/simple/cds139/thumbnail.jpg,img/derivatives/simple/cds139/full.jpg
cds17,Banque Numérique des Patrimoines Martiniquais,,Collections & Curations,banque numérique,https://www.patrimoines-martinique.org/,TRUE,Active,fr,,,"Initiated by the former General Council of Martinique, the Banque Numérique des Patrimoines Martiniquais is an access portal to documentary resources on the cultural and historical heritage of Martinique backed by the geographic information system of Martinique (SIGMA).",,,021,caridischo_item,caridischo,img/derivatives/simple/cds17/thumbnail.jpg,img/derivatives/simple/cds17/full.jpg
cds16,"Bibliography for \""runaway\"" enslaved people",,Reference,a bibliography,https://docs.google.com/document/d/16oamSiSVIzrI6Sd_wvPSXVNlNscEhG71GwsLH27WaK0/edit,TRUE,In Development,en,Amalia S. Levi & Dr. Paola A. Schiappacasse,,"Bibliography developed during the public workshops for the \""Barbados Runaways\"" collection.",Amalia S. Levi,,025,caridischo_item,caridischo,img/derivatives/simple/cds16/thumbnail.jpg,img/derivatives/simple/cds16/full.jpg
cds138,"Néhri, Chef des Haytiens",,Collections & Curations,online edition,https://kingdomofobjects.wordpress.com/,TRUE,Stable,fr,"Tabitha McIntosh, Grégory Pierrot",,"In 1819, Haitian playwright, polemicist, journalist and statesman Juste Chanlatte published Néhri, Chef des Haytiens, his dramatized, fictionalized version of Haiti’s final victory over France. It has been presumed lost or unpublished for 200 years.

Today, it is back.

This site offers:

* new biographical information on poet, playwright, pamphletist and statesman Juste Chanlatte whose life – like that of so many early Haitian figures – has been subject to supposition and hearsay;

* a material history of the physical copy of the book itself, located in Chantilly, tracing its passage from one French bibliophile to another, rebound and miscatalogued;

* previously unrecorded series of reviews that traveled across three continents and over two oceans in the weeks following King Henry I of Haiti’s suicide in 1820, as well as the extant evidence that the play was performed and discussed.",Greg Pierrot,,115,caridischo_item,caridischo,img/derivatives/simple/cds138/thumbnail.jpg,img/derivatives/simple/cds138/full.jpg
cds104,Facing Climates of Inequality after Dorian,,Collections & Curations,exhibit,https://sites.google.com/view/digital-humanities-ub-north/climates-of-inequality-grand-bahama,TRUE,In Development,en,Ian Strachan et al.,"Climates of Inequality, Digital Humanities @ UB-North, University of Bahamas North","This exhibit presents stories of climate and environmental justice that emerge from local, community-based research projects by students in collaboration with local NGOs",Roopika Risam,,067,caridischo_item,caridischo,img/derivatives/simple/cds104/thumbnail.jpg,img/derivatives/simple/cds104/full.jpg
cds110,Proyecto Humboldt Digital,,Collections & Curations,iniciativa internacional para la capacitación en las Humanidades Digitales,https://habanaberlin.hypotheses.org/,TRUE,In Development,"de, es",Tobias Kraft et al.,"Casa Museo Alejandro de Humboldt (La Habana), Academia de Ciencias y Humanidades Berlín-Brandeburgo ",El Proyecto Humboldt Digital (ProHD) es una iniciativa internacional para la capacitación en las Humanidades Digitales que se ejecuta en dos lugares: La Habana (Casa Museo Alejandro de Humboldt) y Berlín (Academia de Ciencias y Humanidades Berlín-Brandeburgo).,Roopika Risam,,121,caridischo_item,caridischo,img/derivatives/simple/cds110/thumbnail.jpg,img/derivatives/simple/cds110/full.jpg
cds106,"Migration, Mobility, Sustainability: NEH Institute for Advanced Topics in the Digital Humanities",,Cabinet of Wonders,institute,http://nehcaribbean.domains.uflib.ufl.edu/,TRUE,In Development,en,http://nehcaribbean.domains.uflib.ufl.edu/contributors/,University of Florida; Digital Library of the Caribbean,"Funded by the National Endowment for the Humanities, this institute was designed to give participants experience incorporating tools and openly accessible collections for developing a community of practice around digital pedagogy and teaching. Participants convened through in-person and virtual sessions over the course of 2019-2020. This web publication highlights their work and encourages further sharing and collaboration.",Perry Collins,,111,caridischo_item,caridischo,img/derivatives/simple/cds106/thumbnail.jpg,img/derivatives/simple/cds106/full.jpg
cds112,Manioc Blog,,Publications & Blogs,blog,manioc-blog.blogspot.com,TRUE,Active,fr,,,"Digital library: Caribbean, Amazonia, Guyana",,,101,caridischo_item,caridischo,img/derivatives/simple/cds112/thumbnail.jpg,img/derivatives/simple/cds112/full.jpg
cds28,Barbados Ephemera Collection,,Collections & Curations,digitized ephemera,https://meap.library.ucla.edu/ephemera-barbados,TRUE,In Development,en,Amalia S. Levi; Modern Endangered Archives Program,Modern Endangered Archives Program,Digitized ephemera material from the Barbados Archives.,Amalia S. Levi,,022,caridischo_item,caridischo,img/derivatives/simple/cds28/thumbnail.jpg,img/derivatives/simple/cds28/full.jpg
cds14,Branding the Cuban Revolution,,Collections & Curations,[Omeka digital collection],https://brandingrevolution.omeka.net/exhibits/show/branding-the-cuban-revolution,TRUE,In Disrepair,en,"Steve Hyland, Jr.",,Reflections on the political messaging of the revolution to Cubans.,Roopika Risam,,028,caridischo_item,caridischo,img/derivatives/simple/cds14/thumbnail.jpg,img/derivatives/simple/cds14/full.jpg
cds15,Arquitecture of necessity/Arquitectura de la necesidad,,Publications & Blogs,[blog],http://architectureofnecessity.com/,TRUE,Archived,es,Ernesto Oroza,,Architecture of Necessity is a concept with a double function. It initially operates as a descriptive and austere term in its rhetorical value that points to an architecture of urgency and precariousness. Its second and most important function is metaphorical: it enunciates an architecture that is its own diagram.,,,019,caridischo_item,caridischo,img/derivatives/simple/cds15/thumbnail.jpg,img/derivatives/simple/cds15/full.jpg
cds29,Caribbean Literature,,Collections & Curations,collection,https://alexanderstreet.com/products/caribbean-literature,FALSE,Active,en,,Alexander Street Press,"The literature of the Caribbean is exceptional, both in language and subject. More than a million and a half Africans, along with many Indians and South Asians, were brought to the Caribbean between the 15th and 19th centuries. Today, their descendants are active in literature and the arts, producing literature with strong and direct ties to traditional African expressions. This literary connection, combined with the tales of survival, exile, resistance, endurance, and emigration to other parts of the Americas, makes for a body of work that is essential for the study of the Caribbean and the Black Diaspora—and indeed central for our understanding of the New World.",Alex Gil,,031,caridischo_item,caridischo,img/derivatives/simple/cds29/thumbnail.jpg,img/derivatives/simple/cds29/full.jpg
cds113,Nancy Prince: A Transamerican Archive,,Collections & Curations,exhibit,https://nancyprince.omeka.net/,TRUE,In Development,en,,Florida International University Libraries,A multimedia exhibit around the life of Nancy Prince.,Roopika Risam,,113,caridischo_item,caridischo,img/derivatives/simple/cds113/thumbnail.jpg,img/derivatives/simple/cds113/full.jpg
cds107,Islands in the North,,Maps & Visualizations,"map, timeline and a database",http://about.islandsinthenorth.com/,TRUE,Active,en,Marlene Gaynair,Rutgers Digital Humanities Initiatives,"This digital project (re)creates the space and place of Black Canadian/West Indian immigrants in twentieth century Toronto, Canada.",Roopika Risam,,087,caridischo_item,caridischo,img/derivatives/simple/cds107/thumbnail.jpg,img/derivatives/simple/cds107/full.jpg
cds103,New Netherlands Online Publications,,Collections & Curations,online publications,https://www.newnetherlandinstitute.org/research/online-publications/,TRUE,Active,"en, du",,New Netherland Institute,"The New Netherland Institute is making available digitized versions of translations and transcriptions of documents relating to New Netherland. Written in an archaic hand, these seventeenth-century documents were damaged by fire and water, but they are our best source of knowledge about the former Dutch colony. Available on this website are government records held by the New York State Archives, private and corporate papers from the collections of the New York State Library, and selected documents from other repositories. Scanned originals of many of these documents are available on the websites of the New York State Archives and New York State Library. ",,,116,caridischo_item,caridischo,img/derivatives/simple/cds103/thumbnail.jpg,img/derivatives/simple/cds103/full.jpg
cds117,Latino Genealogy & Beyond: diasporic journeys across time and space,,Publications & Blogs,blogs,https://latinogenealogyandbeyond.com,TRUE,Active,en,Ellen Fernandez-Sacco,,"Mabrika! Join me, Ellen Fernandez-Sacco as I research ancestors and discuss genealogy research with a Caribbean focus.",Ellen Fernandez-Sacco,,094,caridischo_item,caridischo,img/derivatives/simple/cds117/thumbnail.jpg,img/derivatives/simple/cds117/full.jpg
cds11,Archives Nationales d'Outre Mer: Archives Numérisées,,Collections & Curations,archives numérisees,http://anom.archivesnationales.culture.gouv.fr/ir?classification=archives_numerisees,TRUE,Stable,fr,,,"A service with national competence installed in Aix-en-Provence since 1966, the National Archives of Overseas (ANOM) are responsible for the conservation, communication and collection of archives of the French colonial expansion.",,,016,caridischo_item,caridischo,img/derivatives/simple/cds11/thumbnail.jpg,img/derivatives/simple/cds11/full.jpg
cds39,Dark Laboratory,,Cabinet of Wonders,a laboratory,https://www.darklaboratory.com/,TRUE,Active,en, Tao Leigh Goffe Jeffrey Palmer,,"The Dark Laboratory is an engine for collaboration, design, and study of Black and Indigenous ecologies through creative technology.",Tao Leigh Goffe,,048,caridischo_item,caridischo,img/derivatives/simple/cds39/thumbnail.jpg,img/derivatives/simple/cds39/full.jpg
cds38,Collections of Cultural Property | Centro León,,Collections & Curations,eMuseum,https://centroleon.org.do/cl/,FALSE,Active,es,María Amalia León de Jorge,,"The Eduardo León Jimenes Cultural Center (León Center) is located in the city of Santiago de los Caballeros, Dominican Republic. It was devised by the León Asensio brothers to honor the memory of their parents while giving the country an institution for its educational and cultural development. It opened its doors in October 2003 with various spaces that are used for public and private activities, both inside and around the main building, it has four exhibition rooms, a multipurpose activity room, classroom, educational workshop, auditorium, media library, cafeteria, shop , Caribbean patio and gardens, all of which comply with the international standards established by ICOM / UNESCO for their design and operation.",,,038,caridischo_item,caridischo,img/derivatives/simple/cds38/thumbnail.jpg,img/derivatives/simple/cds38/full.jpg
cds10,.break .dance: a choreo-essay,,Cabinet of Wonders,a choreo-essay,http://smallaxe.net/sxarchipelagos/issue03/parham/parham.html,TRUE,Active,en,Marisa Parham,,".break .dance is a time-based web experience opened in response to a prompt for a SX Archipelagos issue, launched by Alex Gil and Kaiama Glover, and guest-edited by Jessica Marie Johnson",Schuyler Esprit,,001,caridischo_item,caridischo,img/derivatives/simple/cds10/thumbnail.jpg,img/derivatives/simple/cds10/full.jpg
cds102,National Library of Jamaica Digital,,Collections & Curations,digital library,https://nlj.gov.jm/digital-collections/,TRUE,Active,en,,National Library of Jamaica,"To enhance access to its rich and varied collections, the National NLJ has digitized thousands of historical photographs, prints, drawings, pamphlets, programmes, manuscripts, books, rare maps and other rare and unique materials.",Roopika Risam,Lots of subcollections. I have thoughts about managing subcollections,114,caridischo_item,caridischo,img/derivatives/simple/cds102/thumbnail.jpg,img/derivatives/simple/cds102/full.jpg
cds128,Tan Listwa,,Publications & Blogs,blog,https://tanlistwa.com/,TRUE,Active,"en, fr",Jessica Pierre-Louis,,"Welcome to the Martinican company Tan Listwa. As a historian, I provide you with the skills of a researcher and a trainer in humanities studies. Specialised in history and heritage of the Caribbean, I carry out missions of research engineering, training, and assistance for your genealogical research.",,,140,caridischo_item,caridischo,img/derivatives/simple/cds128/thumbnail.jpg,img/derivatives/simple/cds128/full.jpg
cds114,edition humboldt digital,,Collections & Curations,edition,https://edition-humboldt.de/,TRUE,Active,"de, en","Ottmar Ette, et al",Berlin-Brandenburg Academy of Sciences and Humanities,"Digital edition of Humboldt's papers, including The American Travel Journals.",,,122,caridischo_item,caridischo,img/derivatives/simple/cds114/thumbnail.jpg,img/derivatives/simple/cds114/full.jpg
cds100,Le marronnage dans le monde atlantique: Sources et trajectoires de vie,,Collections & Curations,corpus,http://www.marronnage.info/fr/index.html,TRUE,Stable,fr,Jean-Pierre Le Glaunec Léon Robichaud,Université de Sherbrooke Groupe d'Histoire de l'Atlantique Français Fonds de Recherche Société et Culture Québec Conseil de Recherche en Sciences Humaines du Canada ,"Initiative portée par le Groupe d'histoire de l'Atlantique Français (FRQSC) en collaboration avec le projet « SHADD Biography Project: Testimonies of West Africans from the Era of the Slave Trade » (CRSH) , « Le marronnage dans le monde atlantique » vise à décloisonner les archives de l'esclavage. En ligne depuis 2009, cette plateforme permet d’interroger un corpus inédit et évolutif composé de plus de 20 000 documents portant sur l’une des principales formes de résistance à l’esclavage.",,,095,caridischo_item,caridischo,img/derivatives/simple/cds100/thumbnail.jpg,img/derivatives/simple/cds100/full.jpg
cds12,Alternative Considerations of Jonestown and Peoples Temple,,Collections & Curations,a digital humanities project; annotated documents,https://jonestown.sdsu.edu/?page_id=70587,TRUE,Active,en,"Fielding M. McGehee, Rebecca Moore",San Diego State University,This website is designed to give personal and scholarly perspectives on a major event in the history of religion in America.,Roopika Risam,,013,caridischo_item,caridischo,img/derivatives/simple/cds12/thumbnail.jpg,img/derivatives/simple/cds12/full.jpg
cds13,A Colony in Crisis,,Collections & Curations,curation and translation,https://colonyincrisis.lib.umd.edu,TRUE,Active,"en, ht","Abby R. Broughton, Kelsey Corlett-Rivera, Nathan H. Dize, Brittany de Gail",Vanderbilt University,The website is designed to provide online access to both the French originals and the English translations of key primary sources dealing with the grain shortage faced by the colony of Saint-Domingue in 1789,Kaiama L. Glover,,006,caridischo_item,caridischo,img/derivatives/simple/cds13/thumbnail.jpg,img/derivatives/simple/cds13/full.jpg
cds101,La Médiathèque Caraïbe Bettino Lara,,Collections & Curations,médiathèque,http://www.lameca.org/,FALSE,Stable,fr,,,"The Caribbean Media Library project wanted by the General Council of Guadeloupe is to federate documentary resources relating to the countries of the Caribbean basin by creating documentary tools making it possible to identify, locate or even exchange documents. The Caribbean Media Library (Laméca) is at the heart of a network of institutions and associations, a place of reference, a resource center that collects, organizes and redistributes information and documentation relating to the Caribbean",,,092,caridischo_item,caridischo,img/derivatives/simple/cds101/thumbnail.jpg,img/derivatives/simple/cds101/full.jpg
cds115,Plenamar,,Publications & Blogs,online cultural magazine,https://plenamar.do/,TRUE,Active,es,"Minerva del Risco,Rafael Emilio Yunén, Fausto Rosario, José Mármol and Jochy Herrera",Acento.com.do,"Published weekly, Plenamar is a Dominican-based online magazine focused on local and international cultural production. ",,,120,caridischo_item,caridischo,img/derivatives/simple/cds115/thumbnail.jpg,img/derivatives/simple/cds115/full.jpg
cds129,Ramble Bahamas,,Maps & Visualizations,map,http://ramblebahamas.org,TRUE,Active,en,"Tracey Thompson, Jessica Dawson",The Oral & Public History Institute of the University of The Bahamas,"“From Dat Time”: The Oral & Public History Institute of the University of The Bahamas invites you to explore Ramble Bahamas.  The site can be explored by browsing individual stories, browsing Rambles, or through interacting with the map. Each place-based story includes a narrative which centers on an historically significant site or object. ",Kaiama L. Glover,,127,caridischo_item,caridischo,img/derivatives/simple/cds129/thumbnail.jpg,img/derivatives/simple/cds129/full.jpg
